ind,current
122,0.00000000118372411795062
123,0.00000000125932194752222
124,0.00000000127310032109751
125,0.00000000137941671603241
126,0.00000000138180571615698
127,0.00000000153190119107665
128,0.00000000153525165172339
129,0.00000000171868501271859
130,0.0000000017189542292833
131,0.00000000190610361932331
132,0.00000000192180791777674
133,0.0000000021141649656713
134,0.00000000220985858107752
135,0.00000000240534260722072
136,0.00000000263629870099192
137,0.00000000277917993156301
138,0.00000000315981516248593
139,0.00000000319053738429727
140,0.00000000383363418724381
141,0.00000000377835176616648
142,0.00000000496309375354836
143,0.00000000491767397897939
144,0.00000000698558002705391
145,0.00000000694895301252294
146,0.0000000105355263730073
147,0.0000000111606768559602
148,0.0000000198009424823754
149,0.0000000530531828445269
150,2250.00000000021
151,0.0000000535389371109765
152,0.000000019908086474049
153,0.0000000112058532889083
154,0.0000000106779777001453
155,0.00000000699412519910135
156,0.00000000712662452059006
157,0.00000000495513216963977
158,0.0000000050756964394358
159,0.00000000380748828929493
160,0.00000000392734317838419
161,0.00000000323650069834731
162,0.00000000324871259354569
163,0.00000000284217158807136
164,0.00000000270709717700499
165,0.00000000246380656604773
166,0.00000000225775434509738
167,0.00000000217028330907709
168,0.00000000195635020111146
169,0.00000000196698810200999
170,0.00000000174864841444079
171,0.00000000177684449173964
172,0.00000000155294520207848
173,0.00000000157499450946037
174,0.0000000013884274660329
175,0.00000000140833822149053
176,0.00000000127665317344457
177,0.00000000127956322236993
178,0.00000000118737045349273
179,0.00000000114789617901728
180,0.0000000010852916510721
181,0.00000000101600909993192
182,0.000000000997524896134999
183,0.000000000911279258688322
184,0.000000000914846133883718
185,0.000000000834645179521401
186,0.00000000084567583379682
187,0.000000000749673710736661
188,0.000000000758644220205814
189,0.000000000673076670841
190,0.000000000680351686801235
191,0.000000000617309889997748
192,0.000000000613808593112181
193,0.00000000056721611403332
194,0.000000000540201664933667
195,0.000000000508264042281492
196,0.000000000460654951355436
197,0.000000000451757217641962
198,0.000000000398597815434343
199,0.000000000407044882378662
200,0.000000000345569804440472
201,0.000000000354832650930519
202,0.000000000286638178763766
203,0.000000000292402136945329
204,0.000000000236603039062449
205,0.000000000236257428075753
206,0.000000000202861350311563
207,0.00000000019073493734175
208,0.000000000172675863575171
209,0.000000000135374880682027
210,0.000000000145042394695912
211,0.0000000000997297165649838
212,0.000000000139471345283875
213,0.000000000117737686803542
214,0.000000000144199077688876
215,0.000000000152442069802496
216,0.000000000157974193132298
217,0.000000000199553299139765
218,0.000000000197002365796399
219,0.000000000261557371130536
220,0.000000000252140356606237
221,0.000000000314967322944622
222,0.000000000305259643291985
223,0.000000000361938138192186
224,0.000000000367864291232485
225,0.000000000417977829077193
226,0.000000000446539164138314
227,0.000000000479150461578347
228,0.000000000521133759173594
229,0.000000000533596990205669
230,0.000000000593714558527329
231,0.000000000590639790553877
232,0.000000000669010186737136
233,0.000000000667799819130438
234,0.000000000754338672458033
235,0.000000000749385294926578
236,0.000000000828346007997694
237,0.000000000827068801444552
238,0.000000000897378615246378
239,0.000000000919922733684226
240,0.000000000980385624282927
241,0.00000000103050291594732
242,0.0000000010713507866171
243,0.00000000114060643499777
244,0.00000000115051016649851
245,0.00000000124232245995807
246,0.00000000124144294790145
247,0.00000000136093642335547
248,0.00000000136039566123414
249,0.00000000149316411847708
250,0.0000000014884593926001
251,0.00000000160902350921608
252,0.00000000161454106985245
253,0.00000000172168757372709
254,0.00000000176358483332957
255,0.00000000186478239790119
256,0.00000000195628690977744
257,0.00000000201908575809002
258,0.00000000214364891592852
259,0.00000000215959270161142
260,0.00000000232846394720077
261,0.00000000232389923310599
262,0.00000000254964034634531
263,0.00000000254668617001959
264,0.00000000280377297953651
265,0.00000000279538045559098
266,0.00000000303562138317078
267,0.00000000304711468081036
268,0.00000000327199268871248
269,0.00000000337042995123479
270,0.00000000357456700171123
271,0.0000000037890864363079
272,0.00000000392205416546047
273,0.000000004225590557872
274,0.00000000424944168203611
275,0.00000000467942177424996
276,0.00000000465912950904728
277,0.00000000526807190427532
278,0.0000000052491329326493
279,0.00000000598960976028178
280,0.00000000596002637019735
281,0.00000000670541437548884
282,0.00000000674396113483356
283,0.00000000749922443881457
284,0.0000000078763454032606
285,0.00000000863237491542385
286,0.00000000956408260773667
287,0.0000000101006586249924
288,0.000000011638249165549
289,0.0000000116916365035294
290,0.0000000142991525787546
291,0.000000013998639264301
292,0.0000000187984865141769
293,0.0000000185417247017538
294,0.0000000268676805862781
295,0.0000000266508490663804
296,0.000000041018434603584
297,0.0000000435390210488051
298,0.0000000780049584692029
299,0.000000212148304686375
300,4499.99999999909
301,0.000000214544007075474
302,0.0000000808915505753837
303,0.0000000461724042041151
304,0.0000000439810773572622
305,0.0000000293955987000326
306,0.0000000298309298379368
307,0.0000000212942518521494
308,0.0000000217049728203123
309,0.0000000167541492506776
310,0.0000000171785978726806
311,0.0000000144831653644768
312,0.0000000145162607927565
313,0.000000012936054518921
314,0.0000000124199218845661
315,0.0000000114725560299557
316,0.0000000107020525495238
317,0.0000000103479574147457
318,0.00000000956135817518419
319,0.0000000095735199665453
320,0.00000000878545607107842
321,0.0000000088710556607825
322,0.00000000807030468394435
323,0.00000000813655713928576
324,0.00000000747659264413556
325,0.00000000754574942869335
326,0.00000000708062054631373
327,0.00000000709302178474381
328,0.00000000677271040112211
329,0.00000000665219893169756
330,0.00000000643004339781935
331,0.00000000622060211439082
332,0.00000000613841324204203
333,0.00000000588777198957562
334,0.00000000590308376443212
335,0.0000000056472484743398
336,0.00000000568489042254294
337,0.0000000053980176529606
338,0.00000000543005808726444
339,0.00000000517532057304136
340,0.00000000520819916679366
341,0.00000000501761941025404
342,0.0000000050279741505332
343,0.00000000489327179975459
344,0.00000000484050832807992
345,0.00000000474405722708463
346,0.00000000464247466286369
347,0.0000000046068351219339
348,0.00000000449411078085159
349,0.00000000450377873703749
350,0.00000000437488900216656
351,0.00000000439885229237346
352,0.00000000424739939627326
353,0.00000000426973882533127
354,0.00000000413330911145203
355,0.00000000415342701183847
356,0.00000000404856066843049
357,0.00000000405890932893489
358,0.00000000398228329910106
359,0.00000000395113410725749
360,0.00000000390327518122342
361,0.00000000383959492722684
362,0.00000000382493890469022
363,0.00000000375286753506849
364,0.00000000376446565794731
365,0.00000000368236846796549
366,0.00000000370354047351092
367,0.00000000360790383404364
368,0.00000000362353733569527
369,0.00000000353530827852652
370,0.00000000355201400265482
371,0.00000000348526649029856
372,0.00000000349115179475102
373,0.00000000344477995886745
374,0.0000000034261915808871
375,0.00000000339224924412761
376,0.00000000335385449834017
377,0.00000000334472545046144
378,0.00000000329566005397737
379,0.00000000330470071230997
380,0.00000000324796953429344
381,0.00000000326447847866577
382,0.00000000319832076179575
383,0.00000000321123108356379
384,0.00000000315178532973187
385,0.0000000031624002078747
386,0.00000000311640338161281
387,0.00000000312139924279262
388,0.00000000308996147751444
389,0.00000000307787160933443
390,0.00000000305358171623378
391,0.00000000302677311481113
392,0.00000000301935779775908
393,0.00000000298163491951231
394,0.0000000029926636789118
395,0.0000000029531404717458
396,0.00000000296465668207912
397,0.00000000291698475006141
398,0.00000000292552865506466
399,0.0000000028822177901993
400,0.00000000289177420829255
401,0.0000000028576193971221
402,0.0000000028623873764297
403,0.00000000283898676975577
404,0.00000000282928758611674
405,0.00000000281135897554854
406,0.00000000279119753151433
407,0.00000000278739593741866
408,0.00000000276000148297101
409,0.00000000276655491092927
410,0.00000000273687787177121
411,0.00000000274656187497221
412,0.00000000270911255835613
413,0.00000000271797150623768
414,0.00000000268446374778347
415,0.00000000269093689386093
416,0.0000000026641632798285
417,0.0000000026695096745327
418,0.00000000265131765903445
419,0.00000000264419175297767
420,0.00000000263047353552366
421,0.00000000261300875077334
422,0.00000000261281162243058
423,0.00000000258899125023578
424,0.00000000259952813829367
425,0.00000000257281993463243
426,0.0000000025801791640873
427,0.00000000254895575911838
428,0.00000000255875268765653
429,0.00000000253001486762513
430,0.00000000253849408393449
431,0.00000000251509833569013
432,0.00000000252043008314527
433,0.00000000250564638319954
434,0.00000000249882368834626
435,0.00000000248996779686691
436,0.00000000247691667178163
437,0.00000000247621121021573
438,0.00000000245734178007591
439,0.00000000246110554619967
440,0.00000000244247212943571
441,0.00000000245277554191587
442,0.00000000242387153781523
443,0.0000000024344622694345
444,0.00000000240945225093044
445,0.00000000241684998089504
446,0.00000000239807388633598
447,0.00000000240309620350663
448,0.00000000239168502080454
449,0.00000000238662791457574
450,0.00000000237772937680465
451,0.00000000236652212692168
452,0.00000000236671697687378
453,0.0000000023500587145797
454,0.00000000235620177624795
455,0.00000000234029220803346
456,0.00000000234700524341005
457,0.00000000232561558308614
458,0.00000000233213383045597
459,0.00000000231296489506251
460,0.00000000231897676229897
461,0.00000000230310307653098
462,0.00000000230538161419335
463,0.00000000229713150305338
464,0.00000000229304925326452
465,0.00000000228604107861107
466,0.00000000227678164746957
467,0.00000000227729783140239
468,0.00000000226357981512171
469,0.00000000226953731859966
470,0.00000000225537875355773
471,0.00000000226226464449043
472,0.00000000224161138897093
473,0.00000000224763214466989
474,0.00000000223253033969616
475,0.00000000223644465823202
476,0.00000000222455185809039
477,0.00000000222620614502658
478,0.00000000221914263786806
479,0.00000000221651784057802
480,0.0000000022088653610236
481,0.00000000220236988731841
482,0.00000000220550138886512
483,0.00000000219026277077978
484,0.00000000219755861990179
485,0.00000000218229516177319
486,0.00000000218875885035868
487,0.00000000217388896064698
488,0.00000000217883839538821
489,0.00000000216478366979629
490,0.00000000216956550852462
491,0.00000000215739354300179
492,0.00000000216113404277456
493,0.00000000215425013989551
494,0.00000000215235795338008
495,0.0000000021476771939907
496,0.00000000214014118713437
497,0.00000000214068101045596
498,0.00000000213031927878598
499,0.00000000213429778081112
500,0.00000000212317967679973
501,0.00000000212934268228721
502,0.0000000021145080111432
503,0.00000000212085264149746
504,0.00000000210686282134982
505,0.00000000211293985437617
506,0.0000000021025654119737
507,0.00000000210502859654241
508,0.0000000020984734210122
509,0.00000000209619966539808
510,0.00000000209326972679115
511,0.00000000208618214981036
512,0.00000000208710659867836
513,0.00000000207753132289293
514,0.00000000208244451088093
515,0.00000000207257806735359
516,0.00000000207926329651511
517,0.00000000206504044443311
518,0.00000000207091972817722
519,0.00000000205750715659685
520,0.00000000206199758492359
521,0.00000000205274653722017
522,0.00000000205575591108872
523,0.00000000205203063143475
524,0.0000000020474064801107
525,0.00000000204576602009985
526,0.00000000203880803642122
527,0.00000000203923783585087
528,0.00000000203418776921687
529,0.00000000203744660083188
530,0.00000000202867009702144
531,0.00000000203374135385426
532,0.00000000201984752374011
533,0.00000000202665405907917
534,0.00000000201687171938391
535,0.00000000201892117827238
536,0.00000000201152779659328
537,0.00000000201457857370796
538,0.00000000200941264926565
539,0.00000000200837192144534
540,0.0000000020052583591925
541,0.00000000200299903506675
542,0.00000000200170636341375
543,0.00000000199368092515032
544,0.00000000199646961242436
545,0.00000000199153534144982
546,0.00000000199446057169229
547,0.00000000198375865196765
548,0.00000000198783925225767
549,0.00000000197924056970873
550,0.00000000198280408691984
551,0.00000000197552379517827
552,0.000000001979726493756
553,0.0000000019744763231833
554,0.00000000197265656733783
555,0.00000000196828927246326
556,0.00000000196506823812016
557,0.00000000196531739956207
558,0.0000000019579151889594
559,0.0000000019616103656835
560,0.00000000195524832767072
561,0.00000000196129251689718
562,0.00000000195013584750253
563,0.00000000195673924119322
564,0.00000000194818683540751
565,0.00000000194948987308836
566,0.00000000194283662606454
567,0.0000000019448896447653
568,0.00000000194108873557082
569,0.00000000193982417408299
570,0.00000000193752265307603
571,0.00000000193349707486391
572,0.00000000193670984023934
573,0.00000000192384825202372
574,0.0000000019346394565763
575,0.00000000192875445569921
576,0.00000000193029350886394
577,0.00000000192013798096337
578,0.00000000192434533115099
579,0.00000000191569471420021
580,0.00000000192083893577551
581,0.00000000191397913320185
582,0.00000000191706432359474
583,0.00000000191441616808246
584,0.00000000191160910751849
585,0.00000000191056527828513
586,0.00000000190428655359179
587,0.00000000191430314993589
588,0.00000000190556168103669
589,0.00000000190645968527981
590,0.00000000190048634250354
591,0.00000000190470002014087
592,0.00000000189555195864513
593,0.00000000189711655868172
594,0.00000000189240357572641
595,0.00000000189413893035674
596,0.00000000189089314781257
597,0.00000000189190314311527
598,0.00000000189012534816561
599,0.00000000188859460973441
600,0.0000000018861573949492
601,0.00000000188265522634214
602,0.00000000188405603727138
603,0.00000000187836399466062
604,0.00000000188056588596626
605,0.0000000018765634223419
606,0.00000000187842746764173
607,0.00000000187293162985913
608,0.00000000187524160059815
609,0.00000000187074011625386
610,0.00000000187123073520375
611,0.00000000186739771524931
612,0.00000000186759503431947
613,0.00000000186568887149675
614,0.00000000186447738585751
615,0.00000000186163432172334
616,0.0000000018610172958558
617,0.00000000185682029350575
618,0.00000000185761697525169
619,0.00000000184528223812699
620,0.0000000018458996901149
621,0.00000000187604938388437
622,0.00000000185331175143041
623,0.00000000185901157580709
624,0.00000000185190663269501
625,0.00000000185161996088037
626,0.00000000185039684222787
627,0.00000000184884299035524
628,0.000000001849928111585
629,0.00000000184617069496242
630,0.00000000184767059067437
631,0.00000000184222901559841
632,0.00000000185343246463352
633,0.00000000183555937546833
634,0.00000000182808974955052
635,0.00000000183758769779733
636,0.0000000018365070603062
637,0.00000000183285748993608
638,0.00000000183451558207636
639,0.00000000183075198632437
640,0.0000000018309313491063
641,0.00000000182841129724611
642,0.0000000018301996160978
643,0.00000000182697581016243
644,0.00000000182990245678079
645,0.00000000182823614771617
646,0.0000000018255300758156
647,0.00000000182365334585583
648,0.00000000182109396529377
649,0.00000000182237055934376
650,0.0000000018201956797741
651,0.00000000182104812021665
652,0.00000000181638310352235
653,0.00000000181918383782659
654,0.00000000181562453182539
655,0.00000000181639819073546
656,0.00000000181176687752491
657,0.00000000181759826421716
658,0.00000000181128363311806
659,0.0000000018099315220995
660,0.00000000181561503449354
661,0.00000000180443463598954
662,0.00000000181095333422317
663,0.00000000180608713348659
664,0.00000000180798616273668
665,0.00000000180668637737703
666,0.00000000182029168703409
667,0.00000000179303047335143
668,0.00000000179829613215844
669,0.00000000179735369633557
670,0.00000000179740092811149
671,0.0000000017959480604114
672,0.00000000179667624288593
673,0.00000000179801211731171
674,0.00000000179436260382447
675,0.00000000179504525447294
676,0.00000000179177643616971
677,0.00000000179320802410107
678,0.00000000179149917099245
679,0.00000000179320321047071
680,0.00000000178569720399192
681,0.00000000179177817014557
682,0.00000000178552780733452
683,0.00000000178691628265454
684,0.00000000178604036965957
685,0.00000000178436927627537
686,0.00000000178116919602491
687,0.00000000178567343783674
688,0.00000000178182730040479
689,0.00000000178198415422211
690,0.00000000177967950181038
691,0.00000000178601647265383
692,0.00000000178132052067077
693,0.00000000177768844258195
694,0.00000000177829060862949
695,0.00000000177714717633293
696,0.00000000177918643051483
697,0.00000000177319439370051
698,0.00000000177688614741775
699,0.00000000177238521145603
700,0.00000000177457843662927
701,0.00000000177130731282199
702,0.00000000177380462137701
703,0.00000000177137781176926
704,0.00000000177269226185144
705,0.00000000176858982590053
706,0.00000000176821528403617
707,0.00000000176751767718852
708,0.00000000176402827736952
709,0.00000000176578946600656
710,0.0000000017654740865257
711,0.00000000176839189067261
712,0.0000000017663152954084
713,0.00000000176764767532363
714,0.00000000175695929143955
715,0.00000000176122813219045
716,0.00000000175236189023736
717,0.00000000176770923423637
718,0.00000000175796405375283
719,0.0000000017581315219124
720,0.00000000175678229416327
721,0.00000000174994970007161
722,0.00000000176292844795863
723,0.00000000175276701836108
724,0.00000000175842016992081
725,0.00000000175416167818039
726,0.00000000175571953565124
727,0.00000000174788300364624
728,0.00000000175302495382824
729,0.00000000174742406059801
730,0.00000000175330083390427
731,0.00000000174734221281607
732,0.00000000174851604528854
733,0.000000001748232978707
734,0.00000000174822676501407
735,0.00000000174614452397033
736,0.00000000173691683529618
737,0.00000000176078323155752
738,0.0000000017527993188275
739,0.00000000174667101140031
740,0.0000000017459222154852
741,0.00000000174713351079579
742,0.00000000174315473368498
743,0.00000000174178005587115
744,0.00000000174268066169433
745,0.00000000174265731471568
746,0.00000000174109374710288
747,0.00000000174301129743109
748,0.00000000174107139199002
749,0.00000000174063029707651
750,0.00000000173870304780642
751,0.00000000173832655709143
752,0.00000000173923052439528
753,0.00000000173545064164048
754,0.00000000173778132301585
755,0.00000000173480176585302
756,0.00000000173655392378392
757,0.00000000173308521496971
758,0.00000000173777386474706
759,0.00000000173549774231612
760,0.00000000173105991421053
761,0.00000000172983587433333
762,0.00000000173284595346815
763,0.00000000172976807669104
764,0.00000000173093181939329
765,0.00000000172787187792177
766,0.0000000017300578364547
767,0.00000000172803521588133
768,0.00000000172747508553022
769,0.00000000172085154566837
770,0.00000000172078180075136
771,0.0000000017419055652096
772,0.00000000172582588387103
773,0.00000000172870832226726
774,0.00000000172721101081318
775,0.00000000172767558573867
776,0.00000000172408518530116
777,0.00000000172674116719859
778,0.00000000172758890013871
779,0.00000000172309918644541
780,0.00000000172889607485821
781,0.00000000172261048068141
782,0.00000000174454788065063
783,0.00000000171148209647932
784,0.00000000169143324657217
785,0.00000000171927280599705
786,0.00000000171316983597548
787,0.00000000171410932430214
788,0.0000000017179601236779
789,0.0000000017149849721146
790,0.00000000171540289782549
791,0.00000000171220694041604
792,0.00000000171759924498464
793,0.00000000171537453459361
794,0.00000000171711942812715
795,0.00000000171278577999001
796,0.00000000171589733967777
797,0.00000000171284104213089
798,0.00000000171179086502466
799,0.00000000171160621582993
800,0.00000000171369923523313
801,0.00000000171206816531253
802,0.00000000170818317832554
803,0.00000000171332294743566
804,0.00000000171227822926936
805,0.00000000171084774155463
806,0.00000000170470018360833
807,0.00000000171703440978869
808,0.00000000170542244599649
809,0.00000000170265625999348
810,0.0000000017224409690878
811,0.00000000169386046727446
812,0.0000000017141207994593
813,0.00000000170514123816507
814,0.00000000170953833635163
815,0.0000000017049230415309
816,0.000000001717249340447
817,0.00000000169949720535185
818,0.00000000170228682953197
819,0.00000000170101661064731
820,0.00000000170309005317419
821,0.00000000170298513659806
822,0.00000000170102720655345
823,0.00000000170307223462866
824,0.00000000170253399515938
825,0.00000000169897469336813
826,0.0000000017003483403696
827,0.00000000170356591966637
828,0.00000000170057435954764
829,0.00000000170295549589582
830,0.00000000169124352381134
831,0.0000000016985122763236
832,0.00000000169554448590349
833,0.00000000169558415413232
834,0.00000000169783402457593
835,0.00000000169699187192476
836,0.00000000169469578385705
837,0.00000000169775963688703
838,0.00000000169697114651903
839,0.00000000169714940331569
840,0.0000000016898573284368
841,0.00000000170111124861801
842,0.00000000170114554803408
843,0.0000000016882916602132
844,0.00000000169488204462984
845,0.00000000169151822151037
846,0.00000000169529391030677
847,0.00000000169336123494354
848,0.0000000016938906566461
849,0.00000000169062205477293
850,0.00000000169295162516627
851,0.00000000169236695644818
852,0.00000000169261226455762
853,0.00000000169041966374505
854,0.00000000169220509718388
855,0.00000000169155011305392
856,0.0000000016896492156791
857,0.00000000169033970380705
858,0.00000000168713325000915
859,0.00000000168874911412033
860,0.00000000168905033569698
861,0.00000000169120458775288
862,0.00000000168870963255313
863,0.00000000169150567891476
864,0.0000000016839468203263
865,0.00000000168663718458911
866,0.00000000168099227001299
867,0.00000000169340276630329
868,0.0000000016859824849353
869,0.00000000168460601022669
870,0.00000000168646467776444
871,0.00000000167790046868427
872,0.00000000168787937447207
873,0.00000000168459992402727
874,0.00000000168631076010722
875,0.00000000168499354083508
876,0.00000000168387415819763
877,0.00000000167706924971158
878,0.0000000016842307819129
879,0.00000000167906317241713
880,0.00000000168404747671688
881,0.00000000168056152906843
882,0.00000000168009937319264
883,0.00000000168202442493131
884,0.00000000168024939706156
885,0.0000000016828100390961
886,0.00000000167913119899161
887,0.0000000016850687418082
888,0.0000000016780637311124
889,0.00000000168101521445945
890,0.00000000167795813856572
891,0.00000000168162635120772
892,0.00000000167646313992862
893,0.00000000167939893509828
894,0.0000000016779507380181
895,0.00000000167754391643458
896,0.0000000016773074876967
897,0.00000000167908307903941
898,0.00000000168058957967777
899,0.00000000167548164320808
900,0.00000000167721377571942
901,0.00000000167548268344013
902,0.00000000167791474523139
903,0.00000000167325048097047
904,0.00000000167612552653034
905,0.00000000167523476345022
906,0.00000000167563531049318
907,0.0000000016758486664038
908,0.00000000167605686769352
909,0.00000000167602061465081
910,0.00000000167445619810525
911,0.00000000167328670775918
912,0.00000000167247084270914
913,0.00000000167353092127271
914,0.00000000167490917422215
915,0.0000000016717669801351
916,0.00000000167291569362125
917,0.00000000167170848738833
918,0.00000000166821663499266
919,0.00000000167307228017732
920,0.00000000167281309762443
921,0.00000000167511051573629
922,0.00000000166944908782121
923,0.00000000166761389351006
924,0.00000000167111487255583
925,0.00000000167009486832467
926,0.00000000166708900704566
927,0.0000000016708492562009
928,0.000000001669586772959
929,0.00000000167092598801504
930,0.00000000166631954279572
931,0.00000000166967340726063
932,0.00000000167365421843999
933,0.0000000016640034079701
934,0.00000000167388007419721
935,0.00000000166676649250021
936,0.000000001670464930731
937,0.00000000166624912378933
938,0.00000000166895214908864
939,0.00000000166540140234215
940,0.00000000166844122626294
941,0.00000000166424382802767
942,0.00000000166718660172943
943,0.00000000166875053340125
944,0.00000000166858650167243
945,0.00000000166681891259663
946,0.00000000166310545104214
947,0.0000000016687067152117
948,0.00000000166344981366382
949,0.00000000166499166404844
950,0.0000000016630990387601
951,0.00000000166691367695969
952,0.00000000166195289636769
953,0.00000000166789014317436
954,0.00000000166411699750511
955,0.00000000166632013088726
956,0.00000000166287918948508
957,0.00000000166466688238581
958,0.0000000016647821040582
959,0.00000000166187797382909
960,0.00000000166512252178949
961,0.0000000016597805007852
962,0.00000000166564492250032
963,0.00000000165917639508299
964,0.00000000166118646482359
965,0.00000000166088616300117
966,0.00000000166172117733837
967,0.00000000166138195173928
968,0.00000000166660464315627
969,0.00000000165738456478149
970,0.00000000166068826368425
971,0.00000000166046016532406
972,0.00000000165977129741784
973,0.00000000166155594056696
974,0.00000000165962379671482
975,0.00000000165978315678338
976,0.0000000016582845666724
977,0.00000000165922190704881
978,0.00000000165890048910947
979,0.0000000016619323587844
980,0.00000000165962251271025
981,0.00000000166221787601846
982,0.00000000165662427623206
983,0.00000000166178765064821
984,0.00000000165702719494609
985,0.00000000165825919040177
986,0.00000000165821545501908
987,0.00000000165855386735136
988,0.00000000165755724494229
989,0.00000000165877689637756
990,0.00000000165761448631543
991,0.00000000166129992787456
992,0.00000000166011302866395
993,0.0000000016530748186713
994,0.00000000165833827421703
995,0.00000000165444149657565
996,0.00000000165918446208946
997,0.00000000165663062806253
998,0.00000000165861597021357
999,0.00000000165562205501871
1000,0.00000000165745327108984
1001,0.00000000165726512441361
1002,0.0000000016563682484651
1003,0.00000000165646389080873
1004,0.00000000165446321892733
1005,0.00000000165601453876186
1006,0.00000000165454826284053
1007,0.00000000165575427735662
1008,0.00000000165067420539814
1009,0.0000000016553484286139
1010,0.00000000164745925705577
1011,0.00000000165087129729372
1012,0.00000000165582253108093
1013,0.00000000165667140287977
1014,0.0000000016566062744999
1015,0.00000000165421099377164
1016,0.00000000165179435560539
1017,0.00000000165407012650178
1018,0.00000000165266854491282
1019,0.00000000165203576051622
1020,0.00000000165491530894269
1021,0.00000000165074831959661
1022,0.00000000165347775639175
1023,0.00000000164843645498849
1024,0.00000000165384071975872
1025,0.00000000165576935602051
1026,0.00000000165377998319526
1027,0.00000000165187282798888
1028,0.0000000016530809303095
1029,0.0000000016510225463571
1030,0.00000000165200415511148
1031,0.00000000165019951335057
1032,0.00000000165192431410876
1033,0.00000000165268536366368
1034,0.00000000164875705297216
1035,0.00000000165256670511542
1036,0.00000000165407293613373
1037,0.00000000165430341852669
1038,0.00000000164992809039426
1039,0.00000000164971307794123
1040,0.00000000165194176420815
1041,0.00000000165127811497069
1042,0.00000000164927723918594
1043,0.00000000164983963710724
1044,0.00000000164957521736771
1045,0.0000000016498782523772
1046,0.00000000165074876370376
1047,0.00000000165244336241675
1048,0.00000000164937502273689
1049,0.00000000165094761343925
1050,0.00000000164912492536014
1051,0.00000000164920357064232
1052,0.00000000164865184835578
1053,0.00000000164908166690335
1054,0.00000000164577585309909
1055,0.00000000165058611320378
1056,0.0000000016420812651432
1057,0.00000000163394469616456
1058,0.00000000165219890496147
1059,0.00000000164770572839562
1060,0.00000000165045783137195
1061,0.00000000164726405471493
1062,0.00000000164653940347065
1063,0.00000000164711030560819
1064,0.0000000016481990475908
1065,0.00000000164486866516241
1066,0.00000000164739583972491
1067,0.00000000164413271425305
1068,0.00000000164311708169835
